activity_date,employee_id,facility_address,facility_city,facility_id,facility_name,facility_state,facility_zip,grade,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,score,serial_number,service_code,service_description
14-11-16,EE0000263,1057 W ARROW HWY,SAN DIMAS,FA0024478,FS MEXICCAN FOOD,CA,91773,A,OW0031625,"SANDOVAL,FRANCISCO ET AL",RESTAURANT (0-30) SEATS HIGH RISK,1632,FS MEXICCAN FOOD,ACTIVE,PR0040173,96,DAUGVQDF2,1,ROUTINE INSPECTION
19-05-17,EE0000006,5043 S NORMANDIE AVE,LOS ANGELES,FA0033762,SONIA'S MARKET,CA,90037,A,OW0007618,CHITAY MARTA,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,SONIA'S MARKET,ACTIVE,PR0043004,94,DA0FUVAOD,1,ROUTINE INSPECTION
28-03-16,EE0000723,2520 W 8TH ST STE 101,LOS ANGELES,FA0027553,HANSOL LUNCHBOX,CA,90057,A,OW0014787,"HANSOL LUNCHBOX, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,HANSOL LUNCHBOX,ACTIVE,PR0020614,91,DASHHFYZ4,1,ROUTINE INSPECTION
09-11-15,EE0000797,12741 VENTURA BLVD,STUDIO CITY,FA0177719,THE VITAMIN SHOPPE,CA,91604,A,OW0038125,"VITAMIN SHOPPE INDUSTRIES, INC","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,THE VITAMIN SHOPPE,ACTIVE,PR0170766,98,DAKONXZET,1,ROUTINE INSPECTION
22-08-16,EE0000451,10931 VICTORY BLVD,NORTH HOLLYWOOD,FA0035921,LE BON PATISSIER,CA,91606,A,OW0020225,L B BAKERY INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LE BON PATISSIER,ACTIVE,PR0043078,94,DA8ZUFTC4,1,ROUTINE INSPECTION
02-02-16,EE0000743,19035 E COLIMA RD,ROWLAND HEIGHTS,FA0071963,TASTY STATION,CA,91748,B,OW0031849,"SASTY STATION, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,TASTY STATION,INACTIVE,PR0040166,86,DAVL8M2YG,1,ROUTINE INSPECTION
07-12-16,EE0000953,13480 MAXELLA AVE,MARINA DEL REY,FA0139277,HOTEL MDR DOUBLETREE HILTON,CA,90292-5620,A,OW0103387,ARRIS CWG MDR OPERTOR LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,HOTEL MDR - RESTAURANT,ACTIVE,PR0153823,99,DA1436UUX,1,ROUTINE INSPECTION
02-08-17,EE0000958,13890 NORMANDIE AVE,GARDENA,FA0175051,GIANNIS BURGERS,CA,90249,B,OW0181653,"HEREDIA INVESTMENTS, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,GIANNIS BURGERS,ACTIVE,PR0168157,85,DAYYI6QLX,1,ROUTINE INSPECTION
26-12-17,EE0000437,9150 WHITTIER BLVD,PICO RIVERA,FA0251709,LA MICHOACANA ICE CREAM & SNACKS,CA,90660-2444,A,OW0245607,LA MICHOACANA NAT. FRUIT CORP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA MICHOACANA ICE CREAM & SNACKS,ACTIVE,PR0200887,98,DATNRCI7W,1,ROUTINE INSPECTION
06-07-17,EE0000437,8830 WHITTIER BLVD,PICO RIVERA,FA0243479,PANDA WOK,CA,90660,A,OW0238776,"SBJ WORKS, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA WOK,ACTIVE,PR0191703,94,DAHC1SWRY,1,ROUTINE INSPECTION
19-07-16,EE0000235,523 N CENTRAL AVE,GLENDALE,FA0011456,BURGER KING # 8164,CA,91203,A,OW0034011,"STEVENSON RESTAURANTS, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,BURGER KING,ACTIVE,PR0029573,96,DA0SF1NQB,1,ROUTINE INSPECTION
28-04-16,EE0000064,2525 WILSHIRE BLVD,SANTA MONICA,FA0070959,STARBUCKS COFFEE #647,CA,90403,A,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (31-60) SEATS LOW RISK,1633,STARBUCKS COFFEE CO 647,ACTIVE,PR0042830,93,DASKD5OTR,1,ROUTINE INSPECTION
07-03-16,EE0000235,1187 GLENDALE GALLERIA,GLENDALE,FA0069403,RED ROBIN GOURMET BURGERS #242,CA,91210,A,OW0029850,RED ROBIN INTERNATIONAL INC.,RESTAURANT (151 + ) SEATS HIGH RISK,1641,RED ROBIN GOURMET BURGERS,ACTIVE,PR0036625,92,DA4X4H0JU,1,ROUTINE INSPECTION
11-07-16,EE0000742,18912 E GALE AVE STE B,ROWLAND HEIGHTS,FA0019810,KEE WAH BAKERY,CA,91748,A,OW0020858,"LAU, HINWAH",RESTAURANT (0-30) SEATS MODERATE RISK,1631,KEE WAH BAKERY,ACTIVE,PR0032406,95,DAJ1TAECF,1,ROUTINE INSPECTION
28-06-16,EE0000606,8027 FLORENCE AVE,DOWNEY,FA0035434,LAS PALMITAS FRUIT#2,CA,90240,A,OW0020819,LAS PALMITAS FRESH FRUIT INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,LAS PALMITAS FRUIT#2,ACTIVE,PR0004040,90,DAIAAX0N4,1,ROUTINE INSPECTION
10-03-16,EE0000947,13019 IMPERIAL HWY,WHITTIER,FA0003812,7-ELEVEN #33149B,CA,90605,A,OW0009855,DHAMI & DHAMI CORPORATION,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,7-ELEVEN #33149B,ACTIVE,PR0003075,92,DAUB09MHR,1,ROUTINE INSPECTION
17-02-16,EE0000163,10600 E FIRESTONE BLVD,NORWALK,FA0071917,TARGET STORES #1340,CA,90650,A,OW0035036,TARGET CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TARGET CAFE T-1340,ACTIVE,PR0018159,95,DAN0XFWJC,1,ROUTINE INSPECTION
06-12-16,EE0000860,710 S WEYMOUTH AVE,SAN PEDRO,FA0002148,710 GRILLE,CA,90732,A,OW0031427,SAMPSON KARL,RESTAURANT (0-30) SEATS HIGH RISK,1632,710 GRILLE,INACTIVE,PR0034021,96,DAZL0BY0Z,1,ROUTINE INSPECTION
21-09-16,EE0000249,2187 W ROSECRANS AVE,COMPTON,FA0043720,PANDA EXPRESS #1279,CA,90220,A,OW0027458,PANDA EXPRESS INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,PANDA EXPRESS #1279,ACTIVE,PR0012407,98,DAXBJDI1X,1,ROUTINE INSPECTION
07-07-15,EE0000312,9406 E ALONDRA BLVD,BELLFLOWER,FA0071810,TAGUERIA DON JORGE,CA,90706,A,OW0015418,HERNANDEZ JOSE G.,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAGUERIA DON JORGE,ACTIVE,PR0036416,97,DA4ENUVQT,1,ROUTINE INSPECTION
24-02-16,EE0000742,18425 COLIMA RD # #2F-B,ROWLAND HEIGHTS,FA0026795,HAPPY FAMILY RESTAURANT,CA,91748,A,OW0022065,LOMA LINDA VEGE INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,HAPPY FAMILY RESTAURANT,ACTIVE,PR0033302,93,DASPUY0OG,1,ROUTINE INSPECTION
13-07-16,EE0000122,400 WORLD WAY,LOS ANGELES,FA0142768,CALIFORNIA GOURMET KITCHEN,CA,90045-5888,A,OW0105940,CALIFORNIA GOURMET KITCH INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,CALIFORNIA GOURMET KITCHEN,ACTIVE,PR0127100,94,DAAO5RB4D,1,ROUTINE INSPECTION
20-03-17,EE0000144,3985 1/2 SAWTELLE BLVD,CULVER CITY,FA0050864,TACOS DON FELIX,CA,90066,A,OW0022174,"LOPEZ, JUAN DIOS",RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOS DON FELIX,ACTIVE,PR0021475,90,DAFKDRPZF,1,ROUTINE INSPECTION
11-04-17,EE0000820,15347 ROSCOE BLVD,PANORAMA CITY,FA0241981,TACOS EL PUEBLA,CA,91402-4302,A,OW0237733,JOSE MARGARITO BALTAZAR,RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOS EL PUEBLA,ACTIVE,PR0190124,91,DA0J46TKQ,1,ROUTINE INSPECTION
20-05-16,EE0000558,2825 S DIAMOND BAR BLVD,DIAMOND BAR,FA0057852,AWOOLIM KIMBAP FACTORY,CA,91765,A,OW0100315,AWOOLIM INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,AWOOLIM KIMBAP FACTORY,ACTIVE,PR0037874,91,DAMIJJZGH,1,ROUTINE INSPECTION
16-07-15,EE0000516,11300 MAGNOLIA BLVD #9,NORTH HOLLYWOOD,FA0136646,NOHO PIZZA AND GRILL,CA,91601,A,OW0099280,"KETABCHI, HAMIDREZA SADAT",RESTAURANT (0-30) SEATS HIGH RISK,1632,NOHO PIZZA AND GRILL,ACTIVE,PR0119860,92,DAMZN3KGQ,1,ROUTINE INSPECTION
26-04-16,EE0000893,700 N ALAMEDA ST,LOS ANGELES,FA0017030,COURTYARD CAFE / MANNA CAFE,CA,90012,A,OW0005828,CALIFORNIA DINING SERVICES,RESTAURANT (151 + ) SEATS HIGH RISK,1641,COURTYARD CAFE / MANNA CAFE,ACTIVE,PR0031741,95,DAERCMB6K,1,ROUTINE INSPECTION
16-10-15,EE0000882,15651 HAWTHORNE BLVD BCD,LAWNDALE,FA0029263,INCA GOURMET PERUVIAN BUFFET,CA,90260,B,OW0013624,"GONI, CELFIO",RESTAURANT (61-150) SEATS HIGH RISK,1638,INCA GOURMET PERUVIAN BUFFET,ACTIVE,PR0028797,82,DAWCCZ0NC,1,ROUTINE INSPECTION
11-07-17,EE0000062,630 N SEPULVEDA BLVD,EL SEGUNDO,FA0061552,EL POLLO LOCO #3744,CA,90245,A,OW0028128,"PEG/LION, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,EL POLLO LOCO #3744,ACTIVE,PR0006057,96,DAUFOVW5X,1,ROUTINE INSPECTION
26-01-16,EE0000609,15706 VANOWEN ST,VAN NUYS,FA0046300,RESTAURANTE MORAZAN,CA,91406,A,OW0003446,"AVILA, JOSE DIMAS ET AL",RESTAURANT (31-60) SEATS HIGH RISK,1635,RESTAURANTE MORAZAN,ACTIVE,PR0029082,96,DALDSBX9P,1,ROUTINE INSPECTION
07-09-17,EE0000744,13401 CROSSROADS PKWY N,LA PUENTE,FA0014461,FRY'S CAFE,CA,91746,A,OW0012431,FRY'S ELECTRONICS INC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,FRY'S CAFE,ACTIVE,PR0021547,90,DABYHCFKB,1,ROUTINE INSPECTION
22-12-15,EE0000872,11557 ATLANTIC AVE,LYNWOOD,FA0012127,El ARGENTINO MEAT MARKET,CA,90262,A,OW0005959,CAMPA ISIDRO C,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,El ARGENTINO MEAT MARKET,ACTIVE,PR0042404,95,DA0O8TLJ8,1,ROUTINE INSPECTION
25-10-17,EE0000734,39800 COUNTRY CLUB DR,PALMDALE,FA0004449,AV COUNTRY CLUB,CA,93550,A,OW0010381,DOWNTOWN BISTRO/MITCHELL FRI,RESTAURANT (31-60) SEATS HIGH RISK,1635,AV COUNTRY CLUB,ACTIVE,PR0015873,95,DAXW1PADX,1,ROUTINE INSPECTION
15-06-16,EE0000606,8434 TELEGRAPH RD,DOWNEY,FA0222052,EL CEPILLO,CA,90242,A,OW0226971,ORIETA MARICRIS PAZ VILLANUEVA,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,EL CEPILLO,INACTIVE,PR0177040,91,DAKLU6GRB,1,ROUTINE INSPECTION
23-09-16,EE0000724,6042 SANTA FE AVE,HUNTINGTON PARK,FA0238944,TORTAS AHOGADAS GUADALAJARA,CA,90255,A,OW0235330,TORTAS AHOGADAS GUADALAJARA IN,RESTAURANT (31-60) SEATS HIGH RISK,1635,TORTAS AHOGADAS GUADALAJARA,ACTIVE,PR0186889,91,DA2HIM28S,1,ROUTINE INSPECTION
15-08-16,EE0000126,21821 HAWTHORNE BLVD,TORRANCE,FA0008721,CHICK-FIL-A #2909,CA,90503,A,OW0003006,"AREVALO, ERWIN S.",RESTAURANT (151 + ) SEATS MODERATE RISK,1640,CHICK-FIL-A #2909,ACTIVE,PR0013802,95,DAVSF8TYV,1,ROUTINE INSPECTION
21-06-17,EE0001000,39500 LOWES DR,PALMDALE,FA0022930,LOWE'S #791,CA,93551,A,OW0022364,LOWE'S COMPANY INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,LOWE'S #791,INACTIVE,PR0042498,100,DA0879065,1,ROUTINE INSPECTION
16-08-16,EE0001014,4680 LINCOLN BLVD,MARINA DEL REY,FA0066637,MCDONALD'S,CA,90292,A,OW0004786,BLADE ENTERPRISE III  INC.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,MCDONALD'S,ACTIVE,PR0015608,92,DANR1G0PR,1,ROUTINE INSPECTION
18-02-16,EE0000797,12019 VENTURA BLVD,STUDIO CITY,FA0046422,ROYALTY FLORIST & CAFE,CA,91604,A,OW0026088,NIKOGOSIAN TIORAN,RESTAURANT (0-30) SEATS HIGH RISK,1632,ROYALTY FLORIST & CAFE,INACTIVE,PR0024524,97,DABB0PVON,1,ROUTINE INSPECTION
27-04-16,EE0000721,110 E 9TH ST # B-362,LOS ANGELES,FA0052169,THE MART CAFE,CA,90015,A,OW0016261,HONG SOO AH,RESTAURANT (0-30) SEATS HIGH RISK,1632,THE MART CAFE,ACTIVE,PR0029820,93,DAB5AYLUZ,1,ROUTINE INSPECTION
06-04-17,EE0000721,900 W OLYMPIC BLVD,LOS ANGELES,FA0151380,JW MARRIOTT LOS ANGELES,CA,90015-1338,A,OW0026749,"OLYMPIC & GEORGIA PTNRS, LLC",RESTAURANT (151 + ) SEATS MODERATE RISK,1640,PANTRY/BEVERAGE-MARRIOTT,ACTIVE,PR0046223,98,DAM0JA0EW,1,ROUTINE INSPECTION
26-05-16,EE0001036,2700 MARINE AVE # 109,REDONDO BEACH,FA0144560,DAPHNE’S GREEK CAFE,CA,90278,A,OW0107348,"MEDITERRANEAN CUISINE OPERATING COMPANY, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,DAPHNE’S GREEK CAFE,ACTIVE,PR0130647,98,DA2KSVX0M,1,ROUTINE INSPECTION
17-09-15,EE0000606,8157 FIRESTONE BLVD,DOWNEY,FA0065087,LA CHIVA LOCA,CA,90241,C,OW0013761,"GONZALEZ, JULIO",RESTAURANT (31-60) SEATS HIGH RISK,1635,LA CHIVA LOCA,ACTIVE,PR0006456,71,DA89TDFYS,1,ROUTINE INSPECTION
03-03-16,EE0000035,101 E FOOTHILL BLVD STE 33,POMONA,FA0019418,DONUT CLUB #3,CA,91767,A,OW0033408,SOKUNTHEA OUK,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DONUT CLUB #3,INACTIVE,PR0005119,94,DAIW08KDB,1,ROUTINE INSPECTION
02-06-16,EE0000401,1941 PACIFIC COAST HWY,LOMITA,FA0049927,SUBWAY SANDWICHES & SALADS #6522,CA,90717,A,OW0099292,VEENITA SHANKAR,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #6522,ACTIVE,PR0030469,98,DATYCE4SW,1,ROUTINE INSPECTION
31-08-16,EE0000120,3007 E HUNTINGTON DR STE #102,PASADENA,FA0071245,SUBWAY 20648,CA,91107,A,OW0014056,GREEN HILLS INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY 20648,ACTIVE,PR0020009,90,DAECCJL5U,1,ROUTINE INSPECTION
11-07-16,EE0000688,19821 RINALDI ST,PORTER RANCH,FA0178362,MCDONALD'S # 23820,CA,91326,A,OW0184106,"MINC, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,1634,MCDONALD'S # 23820,ACTIVE,PR0171513,90,DA5YFO4QK,1,ROUTINE INSPECTION
14-09-15,EE0000964,708 E LAS TUNAS DR STE C,SAN GABRIEL,FA0171162,CATHY'S BAKERY,CA,91776,A,OW0178264,BAKING UNITED INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CATHY'S BAKERY,ACTIVE,PR0161010,93,DAFAIZ33K,1,ROUTINE INSPECTION
22-11-16,EE0000821,700 W VALLEY BLVD,ALHAMBRA,FA0026531,NOODLE WORLD,CA,91803,A,OW0024122,"MEKPONGSATORN,JOHN SURAPOL",RESTAURANT (151 + ) SEATS HIGH RISK,1641,NOODLE WORLD,ACTIVE,PR0024519,90,DABEOKTBO,1,ROUTINE INSPECTION
04-05-17,EE0000064,2002 WILSHIRE BLVD,SANTA MONICA,FA0171970,FUDDRUCKERS,CA,90403,A,OW0022429,"LUBY'S FUDDRUCKERS, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,FUDDRUCKERS,ACTIVE,PR0164645,92,DASHIOC6C,1,ROUTINE INSPECTION
27-04-16,EE0000798,3567 S WESTERN AVE,LOS ANGELES,FA0028962,I PIZZA TUMBYS,CA,90018,A,OW0003921,BARAJAS CARLOS M.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,I PIZZA TUMBYS,ACTIVE,PR0005864,96,DAXDMNR1B,1,ROUTINE INSPECTION
02-08-16,EE0000725,4321 TWEEDY BLVD,SOUTH GATE,FA0167422,TAQUERIA TEPEQUE,CA,90286-6219,A,OW0130463,RAFAEL SOTO FARIAS,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAQUERIA TEPEQUE,ACTIVE,PR0157787,93,DAY2NN6VJ,1,ROUTINE INSPECTION
07-10-15,EE0000721,267 S MAIN ST,LOS ANGELES,FA0023127,FIVE STAR,CA,90012,A,OW0008773,"CORDOVA, VICTORIA",RESTAURANT (0-30) SEATS LOW RISK,1630,FIVE STAR,ACTIVE,PR0043607,98,DASABZGJQ,1,ROUTINE INSPECTION
25-08-15,EE0000392,3828 N PECK RD,EL MONTE,FA0026580,NORTHGATE MARKET #20,CA,91732,A,OW0026268,NORTHGATE GONZALEZ LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,NORTHGATE SUPERMARKET #20 BA,ACTIVE,PR0010414,99,DAIGHIQPH,1,ROUTINE INSPECTION
26-05-17,EE0000544,23536 CALABASAS RD,CALABASAS,FA0155777,SIX RESTAURANT,CA,91302,A,OW0121064,CHOW HOUSE LP,RESTAURANT (61-150) SEATS HIGH RISK,1638,SIX RESTAURANT,ACTIVE,PR0143222,90,DAAZDCY82,1,ROUTINE INSPECTION
06-06-17,EE0000925,10623 HAWTHORNE BLVD,LENNOX,FA0138928,MI CASITA,CA,90304,A,OW0102208,TANIA ESCOBAR,RESTAURANT (0-30) SEATS HIGH RISK,1632,MI CASITA,INACTIVE,PR0123305,95,DAAYNBJYM,1,ROUTINE INSPECTION
13-06-16,EE0000924,1835 S SEPULVEDA BLVD,LOS ANGELES,FA0067904,OLIVER CAFE & LOUNGE,CA,90025,A,OW0011180,"EQUINOX FITNESS SEPULVEDA, I",RESTAURANT (151 + ) SEATS HIGH RISK,1641,OLIVER CAFE & LOUNGE,ACTIVE,PR0011909,90,DANR91JAE,1,ROUTINE INSPECTION
02-08-16,EE0000727,11725 BARRINGTON CT,LOS ANGELES,FA0222817,SPATOLA GELATO,CA,90049,A,OW0227604,SPATOLA INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SPATOLA GELATO,INACTIVE,PR0177859,96,DAOKQYIJJ,1,ROUTINE INSPECTION
25-05-17,EE0000836,5245 W CENTINELA AVE,LOS ANGELES,FA0069274,RALPHS MARKET #185,CA,90054,A,OW0029458,RALPHS GROCERY COMPANY,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,RALPHS MEAT DEPT. #185,ACTIVE,PR0001428,96,DATVWMG4F,1,ROUTINE INSPECTION
17-06-16,EE0000207,5653 KANAN RD,AGOURA HILLS,FA0172114,SIMPLY FISH GRILL,CA,91301,A,OW0014926,"HARU HARU SUSHI, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,SIMPLY FISH GRILL,ACTIVE,PR0164621,96,DA8UR24FB,1,ROUTINE INSPECTION
27-08-15,EE0000886,251 N SANTA ANITA AVE,ARCADIA,FA0157990,VILLA CATRINA MEXICAN RESTAURANT,CA,91006,A,OW0123097,VILLA CATRINA MEXICAN RESTAURANT,RESTAURANT (151 + ) SEATS HIGH RISK,1641,VILLA CATRINA MEXICAN RESTAURANT,ACTIVE,PR0146084,93,DAKLLCBNL,1,ROUTINE INSPECTION
22-06-17,EE0001049,5704 WHITTIER BLVD # 100,COMMERCE,FA0248554,DD'S DISCOUNT #5226,CA,90022,A,OW0030803,"ROSS DRESS FOR LESS, INC.","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,DD'S DISCOUNT #5226,ACTIVE,PR0197223,97,DAOSMQFCC,1,ROUTINE INSPECTION
10-11-16,EE0000035,101 E FOOTHILL BLVD STE #1,POMONA,FA0047122,SANTANAS,CA,91767,A,OW0002403,AM CASTANEDA INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SANTANAS,ACTIVE,PR0018062,97,DACYYES83,1,ROUTINE INSPECTION
25-04-17,EE0000747,839 S LARK ELLEN AVE,AZUSA,FA0172438,POP SHOP,CA,91702,B,OW0179471,FELIPE DE JESUS LEYVA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,POP SHOP,INACTIVE,PR0164997,85,DA3MHP0LF,1,ROUTINE INSPECTION
12-05-16,EE0000950,288 S ATLANTIC BLVD,LOS ANGELES,FA0166258,TERIROLL,CA,90022,A,OW0129428,ILKYU HAN,RESTAURANT (0-30) SEATS HIGH RISK,1632,TERIROLL,ACTIVE,PR0156511,97,DASCDKP7B,1,ROUTINE INSPECTION
20-10-16,EE0000144,3008 S SEPULVEDA BLVD,LOS ANGELES,FA0061558,EL POLLO LOCO #3531,CA,90034,A,OW0038257,W K S RESTAURANT CORP,RESTAURANT (31-60) SEATS HIGH RISK,1635,EL POLLO LOCO #3531,ACTIVE,PR0007363,92,DA9U1YAGR,1,ROUTINE INSPECTION
11-02-16,EE0000420,2223 W COMMONWEALTH AVE,ALHAMBRA,FA0166083,GOLD HIBACHI BUFFET,CA,91803,B,OW0129283,ALHAMBRA GOLD HIBACHI BUFFET INC.,RESTAURANT (151 + ) SEATS HIGH RISK,1641,GOLD HIBACHI BUFFET,ACTIVE,PR0156336,82,DAIAPNJKB,1,ROUTINE INSPECTION
19-08-16,EE0000272,928 SAN FERNANDO BLVD UNIT D,BURBANK,FA0222702,JASMIN KITCHEN,CA,91504,A,OW0227505,JASMINE KITCHEN,RESTAURANT (0-30) SEATS HIGH RISK,1632,JASMIN KITCHEN,ACTIVE,PR0177729,90,DAA9URTY1,1,ROUTINE INSPECTION
08-09-16,EE0000267,861 N HACIENDA BLVD,LA PUENTE,FA0060537,CVS/PHARMACY #9629,CA,91744,A,OW0012926,"GARFIELD BEACH CVS, LLC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,CVS/PHARMACY #9629,ACTIVE,PR0032036,98,DA8EP1UER,1,ROUTINE INSPECTION
18-01-17,EE0000861,442 W HUNTINGTON DR,MONROVIA,FA0242689,FINS OR TAILS,CA,91016,A,OW0238262,"POKE BAR-RITTO, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,FINS OR TAILS,ACTIVE,PR0190870,94,DASWG0UER,1,ROUTINE INSPECTION
02-11-16,EE0000583,303 S AZUSA AVE,AZUSA,FA0174387,EL PICOSO,CA,91702,A,OW0181069,JOSE LUIS CARDENAS,RESTAURANT (0-30) SEATS HIGH RISK,1632,EL PICOSO,ACTIVE,PR0167286,90,DAGFLF9NL,1,ROUTINE INSPECTION
28-11-16,EE0000523,919 S CENTRAL AVE UNIT F,GLENDALE,FA0048836,STARBUCKS COFFEE #11894,CA,91204,A,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (31-60) SEATS LOW RISK,1633,STARBUCK'S #11894,ACTIVE,PR0026313,97,DAD5Q3NKE,1,ROUTINE INSPECTION
19-11-15,EE0000829,2705 E CARSON ST,CARSON,FA0149300,ALEA CAFE,CA,90810,B,OW0114890,"ALEA CAFE LONG BEACH, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,ALEA CAFE,ACTIVE,PR0135407,86,DAGWAESUF,1,ROUTINE INSPECTION
13-02-17,EE0000709,6001 MELROSE AVE,LOS ANGELES,FA0066428,MARINO RISTORANTE,CA,90038,A,OW0001104,"6001 MELROSE, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,MARINO RISTORANTE,ACTIVE,PR0035190,91,DAXHGU0VN,1,ROUTINE INSPECTION
09-02-16,EE0000516,11118 MAGNOLIA BLVD,NORTH HOLLYWOOD,FA0159217,REPUBLIC OF PIE,CA,91601,A,OW0124238,CHASING PIE INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,REPUBLIC OF PIE,ACTIVE,PR0147280,92,DA63A3O09,1,ROUTINE INSPECTION
01-02-16,EE0000312,16900 BELLFLOWER BLVD,BELLFLOWER,FA0024493,MEDIC PHARMACY,CA,90706,A,OW0010071,DILDAX CORPORATION,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,MEDIC PHARMACY,ACTIVE,PR0014964,99,DAXR0XJ8G,1,ROUTINE INSPECTION
07-04-16,EE0000092,18220 PRAIRIE AVE,TORRANCE,FA0165100,SUPER AL AMIN,CA,90504-4831,A,OW0128383,ARSHAD MIAH RANA,RESTAURANT (31-60) SEATS HIGH RISK,1635,SUPER AL AMIN,ACTIVE,PR0153404,91,DAN7KMKAV,1,ROUTINE INSPECTION
29-11-17,EE0000544,22277 MULHOLLAND HWY,CALABASAS,FA0054129,VIKTOR BENES BAKERY,CA,91302,A,OW0022858,MAGISTRINI DANIEL ET AL,RESTAURANT (0-30) SEATS MODERATE RISK,1631,VIKTOR BENES BAKERY,ACTIVE,PR0028642,90,DAL6UHZ2Q,1,ROUTINE INSPECTION
04-08-16,EE0000945,1110 N GAFFEY ST,SAN PEDRO,FA0035407,LAS BRISAS #2 MEXICAN FOOD,CA,90731,A,OW0009623,"DEHARO, GILBERTO",RESTAURANT (0-30) SEATS HIGH RISK,1632,LAS BRISAS #2 MEXICAN FOOD,ACTIVE,PR0022032,94,DAFMK3TDA,1,ROUTINE INSPECTION
22-06-16,EE0000924,10451 SANTA MONICA BLVD,LOS ANGELES,FA0039664,MCDONALD'S # 5426,CA,90025,A,OW0023951,MCDONALD'S CORPORATION,RESTAURANT (31-60) SEATS MODERATE RISK,1634,MCDONALD'S,ACTIVE,PR0038999,93,DAOBCLSZN,1,ROUTINE INSPECTION
03-10-17,EE0000835,7257 W SUNSET BLVD,LOS ANGELES,FA0069210,RALPHS MARKET # 100,CA,90046,A,OW0029458,RALPHS GROCERY COMPANY,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,RALPHS MEAT & SEAFOOD DEPT,ACTIVE,PR0034765,94,DA6ZWAW04,1,ROUTINE INSPECTION
04-10-17,EE0000329,300 LOS CERRITOS MALL,CERRITOS,FA0006910,NORDSTROM,CA,90703,A,OW0026219,NORDSTROM INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,E-BAR CAFE NORDSTROM,ACTIVE,PR0010158,95,DA0GXZZER,1,ROUTINE INSPECTION
10-02-16,EE0000364,6351 WOODMAN AVE,VAN NUYS,FA0068954,PRIME MARKET,CA,91401,A,OW0100943,PRIME MARKET BEER & WINE INC.,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,PRIME MARKET,ACTIVE,PR0029585,95,DA0UTQNY2,1,ROUTINE INSPECTION
